20200125,北京市,北京市,黑龙江省,伊春市,0.00706
20200125,北京市,北京市,吉林省,白城市,0.00849
20200125,湖南省,湘西土家族苗族自治州,北京市,北京市,0.00191
20200125,北京市,北京市,浙江省,衢州市,0.00279
20200125,广东省,江门市,北京市,北京市,0.00194
20200125,广东省,珠海市,北京市,北京市,0.01144
20200125,北京市,北京市,江西省,宜春市,0.00710
20200125,北京市,北京市,台湾省,南投县,0.00016
20200125,湖北省,荆州市,北京市,北京市,0.01137
20200125,贵州省,六盘水市,北京市,北京市,0.00175
20200125,吉林省,长春市,北京市,北京市,0.01134
20200125,北京市,北京市,广东省,肇庆市,0.00246
20200125,贵州省,黔西南布依族苗族自治州,北京市,北京市,0.00016
20200125,北京市,北京市,新疆维吾尔自治区,阿勒泰地区,0.00039
20200125,海南省,昌江黎族自治县,北京市,北京市,0.00016
20200125,北京市,北京市,辽宁省,盘锦市,0.01121
20200125,北京市,北京市,新疆维吾尔自治区,哈密市,0.00188
20200125,北京市,北京市,浙江省,台州市,0.01118
20200125,辽宁省,盘锦市,北京市,北京市,0.00246
20200125,河南省,周口市,北京市,北京市,0.01118
20200125,北京市,北京市,黑龙江省,黑河市,0.00713
20200125,山西省,大同市,北京市,北京市,0.01115
20200125,北京市,北京市,安徽省,马鞍山市,0.01111
20200125,北京市,北京市,海南省,白沙黎族自治县,0.00036
20200125,贵州省,铜仁市,北京市,北京市,0.00036
20200125,江西省,鹰潭市,北京市,北京市,0.00016
20200125,北京市,北京市,吉林省,通化市,0.01098
20200125,北京市,北京市,四川省,阿坝藏族羌族自治州,0.00036
20200125,北京市,北京市,宁夏回族自治区,石嘴山市,0.00275
20200125,北京市,北京市,吉林省,延边朝鲜族自治州,0.01098
20200125,北京市,北京市,云南省,临沧市,0.00036
20200125,江苏省,南京市,北京市,北京市,0.01095
20200125,北京市,北京市,吉林省,松原市,0.01092
20200125,北京市,北京市,黑龙江省,鹤岗市,0.00868
20200125,北京市,北京市,甘肃省,张掖市,0.00237
20200125,新疆维吾尔自治区,昌吉回族自治州,北京市,北京市,0.00175
20200125,山西省,朔州市,北京市,北京市,0.00237
20200125,北京市,北京市,广西壮族自治区,梧州市,0.00117
20200125,云南省,昆明市,北京市,北京市,0.01079
20200125,北京市,北京市,河南省,济源市,0.00275
20200125,海南省,乐东黎族自治县,北京市,北京市,0.00175
20200125,北京市,北京市,辽宁省,本溪市,0.01072
20200125,北京市,北京市,江西省,九江市,0.00732
20200125,四川省,广安市,北京市,北京市,0.00036
20200125,新疆维吾尔自治区,乌鲁木齐市,北京市,北京市,0.01066
20200125,贵州省,黔东南苗族侗族自治州,北京市,北京市,0.00026
20200125,北京市,北京市,海南省,乐东黎族自治县,0.00275
20200125,宁夏回族自治区,固原市,北京市,北京市,0.00036
20200125,北京市,北京市,香港,香港,0.00745
20200125,江苏省,常州市,北京市,北京市,0.00272
20200125,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,北京市,北京市,0.00032
20200125,北京市,北京市,河南省,鹤壁市,0.01047
20200125,北京市,北京市,江苏省,泰州市,0.00748
20200125,黑龙江省,鹤岗市,北京市,北京市,0.00117
20200125,北京市,北京市,新疆维吾尔自治区,阿拉尔市,0.00019
20200125,江苏省,盐城市,北京市,北京市,0.00178
20200125,北京市,北京市,黑龙江省,双鸭山市,0.00755
20200125,浙江省,金华市,北京市,北京市,0.00240
20200125,北京市,北京市,海南省,琼海市,0.00758
20200125,北京市,北京市,台湾省,台北市,0.00117
20200125,广东省,韶关市,北京市,北京市,0.00032
20200125,辽宁省,抚顺市,北京市,北京市,0.00243
20200125,北京市,北京市,台湾省,台中市,0.00032
20200125,北京市,北京市,海南省,琼中黎族苗族自治县,0.00019
20200125,浙江省,台州市,北京市,北京市,0.00178
20200125,山东省,德州市,北京市,北京市,0.01014
20200125,北京市,北京市,湖南省,株洲市,0.00765
20200125,湖南省,长沙市,北京市,北京市,0.01014
20200125,甘肃省,嘉峪关市,北京市,北京市,0.00019
20200125,山东省,潍坊市,北京市,北京市,0.00875
20200125,广西壮族自治区,河池市,北京市,北京市,0.00019
20200125,北京市,北京市,四川省,巴中市,0.01008
20200125,广东省,河源市,北京市,北京市,0.00019
20200125,河南省,漯河市,北京市,北京市,0.00178
20200125,海南省,五指山市,北京市,北京市,0.00019
20200125,广西壮族自治区,贵港市,北京市,北京市,0.00019
20200125,新疆维吾尔自治区,哈密市,北京市,北京市,0.00032
20200125,北京市,北京市,陕西省,汉中市,0.00859
20200125,新疆维吾尔自治区,塔城地区,北京市,北京市,0.00019
20200125,山东省,济宁市,北京市,北京市,0.00771
20200125,北京市,北京市,江西省,萍乡市,0.00269
20200125,海南省,海口市,北京市,北京市,0.00995
20200125,北京市,北京市,四川省,达州市,0.00774
20200125,北京市,北京市,湖北省,鄂州市,0.00032
20200125,台湾省,台北市,北京市,北京市,0.00019
20200125,北京市,北京市,青海省,海西蒙古族藏族自治州,0.00032
20200125,江苏省,苏州市,北京市,北京市,0.00875
20200125,北京市,北京市,广东省,东莞市,0.00784
20200125,北京市,北京市,广东省,茂名市,0.00181
20200125,北京市,北京市,广东省,揭阳市,0.00181
20200125,北京市,北京市,湖南省,岳阳市,0.00975
20200125,海南省,文昌市,北京市,北京市,0.00266
20200125,安徽省,安庆市,北京市,北京市,0.00181
20200125,广东省,潮州市,北京市,北京市,0.00029
20200125,北京市,北京市,青海省,海东市,0.00266
20200125,四川省,内江市,北京市,北京市,0.00029
20200125,黑龙江省,鸡西市,北京市,北京市,0.00188
20200125,北京市,北京市,台湾省,台南市,0.00029
20200125,北京市,北京市,江苏省,淮安市,0.00962
20200125,新疆维吾尔自治区,石河子市,北京市,北京市,0.00029
20200125,辽宁省,大连市,北京市,北京市,0.00962
20200125,北京市,北京市,陕西省,榆林市,0.00959
20200125,北京市,北京市,安徽省,滁州市,0.00800
20200125,云南省,普洱市,北京市,北京市,0.00023
20200125,北京市,北京市,四川省,凉山彝族自治州,0.00181
20200125,北京市,北京市,内蒙古自治区,阿拉善盟,0.00120
20200125,辽宁省,铁岭市,北京市,北京市,0.00136
20200125,北京市,北京市,广东省,湛江市,0.00424
20200125,北京市,北京市,澳门,澳门,0.00421
20200125,吉林省,白城市,北京市,北京市,0.00091
20200125,北京市,北京市,湖南省,湘潭市,0.00421
20200125,北京市,北京市,四川省,乐山市,0.00421
20200125,北京市,北京市,新疆维吾尔自治区,昌吉回族自治州,0.00418
20200125,北京市,北京市,广东省,阳江市,0.00091
20200125,北京市,北京市,海南省,定安县,0.00091
20200125,北京市,北京市,四川省,广安市,0.00418
20200125,广东省,肇庆市,北京市,北京市,0.00133
20200125,湖南省,岳阳市,北京市,北京市,0.00418
20200125,四川省,达州市,北京市,北京市,0.00094
20200125,广西壮族自治区,南宁市,北京市,北京市,0.00418
20200125,海南省,澄迈县,北京市,北京市,0.00224
20200125,北京市,北京市,安徽省,池州市,0.00415
20200125,陕西省,延安市,北京市,北京市,0.00133
20200125,湖北省,仙桃市,北京市,北京市,0.00415
20200125,北京市,北京市,海南省,文昌市,0.00415
20200125,江苏省,宿迁市,北京市,北京市,0.00120
20200125,福建省,南平市,北京市,北京市,0.00094
20200125,北京市,北京市,安徽省,宣城市,0.00411
20200125,北京市,北京市,四川省,内江市,0.00411
20200125,北京市,北京市,云南省,德宏傣族景颇族自治州,0.00094
20200125,广东省,汕头市,北京市,北京市,0.00097
20200125,北京市,北京市,广东省,清远市,0.00211
20200125,浙江省,湖州市,北京市,北京市,0.00097
20200125,福建省,福州市,北京市,北京市,0.00408
20200125,甘肃省,陇南市,北京市,北京市,0.00097
20200125,四川省,广元市,北京市,北京市,0.00133
20200125,北京市,北京市,云南省,楚雄彝族自治州,0.00097
20200125,江西省,宜春市,北京市,北京市,0.00130
20200125,北京市,北京市,新疆维吾尔自治区,阿克苏地区,0.00097
20200125,湖北省,天门市,北京市,北京市,0.00399
20200125,河南省,平顶山市,北京市,北京市,0.00399
20200125,四川省,德阳市,北京市,北京市,0.00100
20200125,北京市,北京市,广西壮族自治区,防城港市,0.00100
20200125,北京市,北京市,广东省,云浮市,0.00120
20200125,广东省,湛江市,北京市,北京市,0.00130
20200125,湖北省,恩施土家族苗族自治州,北京市,北京市,0.00130
20200125,山西省,运城市,北京市,北京市,0.00392
20200125,甘肃省,武威市,北京市,北京市,0.00104
20200125,北京市,北京市,广东省,汕头市,0.00389
20200125,北京市,北京市,四川省,雅安市,0.00220
20200125,黑龙江省,伊春市,北京市,北京市,0.00130
20200125,四川省,巴中市,北京市,北京市,0.00130
20200125,辽宁省,鞍山市,北京市,北京市,0.00386
20200125,广东省,东莞市,北京市,北京市,0.00386
20200125,四川省,乐山市,北京市,北京市,0.00104
20200125,北京市,北京市,甘肃省,嘉峪关市,0.00104
20200125,北京市,北京市,新疆维吾尔自治区,喀什地区,0.00130
20200125,广东省,阳江市,北京市,北京市,0.00107
20200125,江西省,上饶市,北京市,北京市,0.00107
20200125,湖南省,永州市,北京市,北京市,0.00379
20200125,北京市,北京市,广东省,河源市,0.00126
20200125,北京市,北京市,贵州省,黔西南布依族苗族自治州,0.00126
20200125,吉林省,辽源市,北京市,北京市,0.00107
20200125,宁夏回族自治区,银川市,北京市,北京市,0.00379
20200125,四川省,泸州市,北京市,北京市,0.00107
20200125,北京市,北京市,广西壮族自治区,钦州市,0.00107
20200125,安徽省,淮北市,北京市,北京市,0.00107
20200125,湖南省,湘潭市,北京市,北京市,0.00107
20200125,湖南省,张家界市,北京市,北京市,0.00214
20200125,江苏省,无锡市,北京市,北京市,0.00373
20200125,河南省,焦作市,北京市,北京市,0.00373
20200125,安徽省,马鞍山市,北京市,北京市,0.00217
20200125,湖南省,株洲市,北京市,北京市,0.00369
20200125,江苏省,南通市,北京市,北京市,0.00369
20200125,海南省,儋州市,北京市,北京市,0.00126
20200125,北京市,北京市,新疆维吾尔自治区,伊犁哈萨克自治州,0.00198
20200125,甘肃省,定西市,北京市,北京市,0.00110
20200125,辽宁省,本溪市,北京市,北京市,0.00110
20200125,澳门,澳门,北京市,北京市,0.00366
20200125,北京市,北京市,广东省,汕尾市,0.00113
20200125,北京市,北京市,河北省,张家口市,0.36113
20200125,北京市,北京市,河北省,唐山市,0.17626
20200125,天津市,天津市,北京市,北京市,0.17460
20200125,河北省,廊坊市,北京市,北京市,0.45684
20200125,北京市,北京市,河北省,沧州市,0.14541
20200125,北京市,北京市,河北省,承德市,0.22359
20200125,北京市,北京市,河北省,衡水市,0.14412
20200125,北京市,北京市,河北省,廊坊市,0.81282
20200125,北京市,北京市,天津市,天津市,0.32364
20200125,北京市,北京市,河北省,保定市,0.66971
20200125,河北省,保定市,北京市,北京市,0.22369
20200125,北京市,北京市,河北省,石家庄市,0.18773
20200125,北京市,北京市,河北省,邯郸市,0.24336
20200125,浙江省,温州市,北京市,北京市,0.00363
20200125,北京市,北京市,宁夏回族自治区,吴忠市,0.00363
20200125,北京市,北京市,新疆维吾尔自治区,塔城地区,0.00113
20200125,北京市,北京市,云南省,昭通市,0.00214
20200125,北京市,北京市,陕西省,商洛市,0.00360
20200125,云南省,迪庆藏族自治州,北京市,北京市,0.00003
20200125,安徽省,阜阳市,北京市,北京市,0.00360
20200125,贵州省,贵阳市,北京市,北京市,0.00360
20200125,云南省,怒江傈僳族自治州,北京市,北京市,0.00003
20200125,北京市,北京市,台湾省,宜兰县,0.00003
20200125,黑龙江省,黑河市,北京市,北京市,0.00062
20200125,北京市,北京市,甘肃省,甘南藏族自治州,0.00023
20200125,北京市,北京市,四川省,甘孜藏族自治州,0.00010
20200125,贵州省,遵义市,北京市,北京市,0.00062
20200125,湖北省,武汉市,北京市,北京市,0.00551
20200125,广西壮族自治区,百色市,北京市,北京市,0.00010
20200125,山西省,阳泉市,北京市,北京市,0.00253
20200125,江西省,萍乡市,北京市,北京市,0.00026
20200125,北京市,北京市,云南省,普洱市,0.00087
20200125,北京市,北京市,江苏省,镇江市,0.00431
20200125,北京市,北京市,广西壮族自治区,玉林市,0.00201
20200125,北京市,北京市,黑龙江省,大庆市,0.01850
20200125,北京市,北京市,台湾省,新北市,0.00087
20200125,北京市,北京市,江苏省,无锡市,0.00891
20200125,云南省,大理白族自治州,北京市,北京市,0.00434
20200125,吉林省,吉林市,北京市,北京市,0.00356
20200125,云南省,文山壮族苗族自治州,北京市,北京市,0.00003
20200125,北京市,北京市,湖南省,永州市,0.00437
20200125,陕西省,宝鸡市,北京市,北京市,0.00437
20200125,陕西省,铜川市,北京市,北京市,0.00087
20200125,广西壮族自治区,北海市,北京市,北京市,0.00654
20200125,四川省,甘孜藏族自治州,北京市,北京市,0.00003
20200125,安徽省,宿州市,北京市,北京市,0.00437
20200125,西藏自治区,林芝市,北京市,北京市,0.00003
20200125,北京市,北京市,广西壮族自治区,来宾市,0.00087
20200125,北京市,北京市,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,0.00010
20200125,山东省,枣庄市,北京市,北京市,0.00353
20200125,广西壮族自治区,柳州市,北京市,北京市,0.00136
20200125,北京市,北京市,广西壮族自治区,崇左市,0.00087
20200125,北京市,北京市,广东省,江门市,0.00353
20200125,河北省,邢台市,北京市,北京市,0.01341
20200125,山东省,东营市,北京市,北京市,0.00353
20200125,北京市,北京市,海南省,五指山市,0.00156
20200125,广东省,清远市,北京市,北京市,0.00023
20200125,吉林省,白山市,北京市,北京市,0.00136
20200125,北京市,北京市,四川省,自贡市,0.00353
20200125,北京市,北京市,广西壮族自治区,贵港市,0.00136
20200125,北京市,北京市,河北省,邢台市,0.14259
20200125,新疆维吾尔自治区,和田地区,北京市,北京市,0.00045
20200125,安徽省,亳州市,北京市,北京市,0.00314
20200125,北京市,北京市,安徽省,淮南市,0.00804
20200125,新疆维吾尔自治区,吐鲁番市,北京市,北京市,0.00052
20200125,云南省,丽江市,北京市,北京市,0.00554
20200125,四川省,遂宁市,北京市,北京市,0.00045
20200125,山东省,烟台市,北京市,北京市,0.00891
20200125,北京市,北京市,江西省,鹰潭市,0.00139
20200125,海南省,白沙黎族自治县,北京市,北京市,0.00003
20200125,新疆维吾尔自治区,喀什地区,北京市,北京市,0.00191
20200125,北京市,北京市,湖北省,天门市,0.00084
20200125,黑龙江省,牡丹江市,北京市,北京市,0.00447
20200125,湖北省,襄阳市,北京市,北京市,0.01358
20200125,北京市,北京市,江苏省,南通市,0.01361
20200125,陕西省,西安市,北京市,北京市,0.02119
20200125,江西省,南昌市,北京市,北京市,0.00648
20200125,北京市,北京市,河南省,周口市,0.10251
20200125,北京市,北京市,安徽省,宿州市,0.02109
20200125,北京市,北京市,湖南省,张家界市,0.00301
20200125,广西壮族自治区,崇左市,北京市,北京市,0.00003
20200125,新疆维吾尔自治区,北屯市,北京市,北京市,0.00006
20200125,北京市,北京市,山东省,德州市,0.09717
20200125,北京市,北京市,山西省,临汾市,0.09694
20200125,北京市,北京市,山东省,菏泽市,0.09623
20200125,北京市,北京市,安徽省,黄山市,0.00350
20200125,北京市,北京市,台湾省,苗栗县,0.00003
20200125,北京市,北京市,黑龙江省,七台河市,0.00288
20200125,北京市,北京市,山西省,运城市,0.09101
20200125,北京市,北京市,青海省,海南藏族自治州,0.00013
20200125,北京市,北京市,湖南省,娄底市,0.00648
20200125,湖北省,咸宁市,北京市,北京市,0.00648
20200125,北京市,北京市,甘肃省,武威市,0.00450
20200125,河北省,张家口市,北京市,北京市,0.08735
20200125,北京市,北京市,黑龙江省,哈尔滨市,0.08709
20200125,河南省,驻马店市,北京市,北京市,0.00917
20200125,河南省,安阳市,北京市,北京市,0.00645
20200125,北京市,北京市,台湾省,嘉义市,0.00003
20200125,山西省,太原市,北京市,北京市,0.01377
20200125,浙江省,绍兴市,北京市,北京市,0.00224
20200125,北京市,北京市,甘肃省,陇南市,0.01377
20200125,北京市,北京市,贵州省,六盘水市,0.00168
20200125,北京市,北京市,山东省,聊城市,0.08207
20200125,北京市,北京市,海南省,儋州市,0.00156
20200125,北京市,北京市,河北省,秦皇岛市,0.07870
20200125,云南省,昭通市,北京市,北京市,0.00026
20200125,北京市,北京市,新疆维吾尔自治区,可克达拉市,0.00006
20200125,北京市,北京市,四川省,资阳市,0.00347
20200125,湖南省,衡阳市,北京市,北京市,0.00347
20200125,辽宁省,葫芦岛市,北京市,北京市,0.00645
20200125,河北省,唐山市,北京市,北京市,0.07575
20200125,新疆维吾尔自治区,阿克苏地区,北京市,北京市,0.00081
20200125,北京市,北京市,安徽省,安庆市,0.01390
20200125,黑龙江省,双鸭山市,北京市,北京市,0.00139
20200125,山西省,晋城市,北京市,北京市,0.00139
20200125,湖北省,黄石市,北京市,北京市,0.00577
20200125,湖南省,怀化市,北京市,北京市,0.00557
20200125,北京市,北京市,西藏自治区,日喀则市,0.00010
20200125,新疆维吾尔自治区,阿勒泰地区,北京市,北京市,0.00013
20200125,北京市,北京市,山西省,晋城市,0.01393
20200125,湖北省,鄂州市,北京市,北京市,0.00139
20200125,北京市,北京市,福建省,泉州市,0.00949
20200125,北京市,北京市,海南省,东方市,0.00256
20200125,湖南省,常德市,北京市,北京市,0.00454
20200125,北京市,北京市,山西省,大同市,0.07057
20200125,北京市,北京市,湖南省,湘西土家族苗族自治州,0.00224
20200125,青海省,海北藏族自治州,北京市,北京市,0.00003
20200125,山东省,日照市,北京市,北京市,0.00198
20200125,香港,香港,北京市,北京市,0.00642
20200125,北京市,北京市,内蒙古自治区,巴彦淖尔市,0.00894
20200125,北京市,北京市,湖北省,仙桃市,0.00139
20200125,北京市,北京市,辽宁省,丹东市,0.01409
20200125,北京市,北京市,山东省,威海市,0.02083
20200125,云南省,临沧市,北京市,北京市,0.00003
20200125,北京市,北京市,黑龙江省,牡丹江市,0.02080
20200125,北京市,北京市,浙江省,温州市,0.02080
20200125,北京市,北京市,青海省,黄南藏族自治州,0.00003
20200125,山东省,泰安市,北京市,北京市,0.00593
20200125,山东省,济南市,北京市,北京市,0.02077
20200125,北京市,北京市,贵州省,铜仁市,0.00162
20200125,北京市,北京市,甘肃省,平凉市,0.00810
20200125,四川省,阿坝藏族羌族自治州,北京市,北京市,0.00010
20200125,西藏自治区,日喀则市,北京市,北京市,0.00006
20200125,北京市,北京市,河南省,驻马店市,0.06205
20200125,北京市,北京市,湖南省,衡阳市,0.00810
20200125,北京市,北京市,江苏省,盐城市,0.01413
20200125,北京市,北京市,山西省,太原市,0.06156
20200125,北京市,北京市,河南省,信阳市,0.06130
20200125,黑龙江省,大庆市,北京市,北京市,0.00343
20200125,北京市,北京市,海南省,海口市,0.01416
20200125,湖北省,十堰市,北京市,北京市,0.00460
20200125,河北省,秦皇岛市,北京市,北京市,0.02070
20200125,新疆维吾尔自治区,可克达拉市,北京市,北京市,0.00003
20200125,河北省,承德市,北京市,北京市,0.05916
20200125,浙江省,舟山市,北京市,北京市,0.00078
20200125,安徽省,滁州市,北京市,北京市,0.00340
20200125,四川省,攀枝花市,北京市,北京市,0.00013
20200125,北京市,北京市,河南省,漯河市,0.01419
20200125,北京市,北京市,辽宁省,沈阳市,0.05780
20200125,北京市,北京市,湖南省,邵阳市,0.00561
20200125,内蒙古自治区,阿拉善盟,北京市,北京市,0.00023
20200125,北京市,北京市,浙江省,湖州市,0.00292
20200125,辽宁省,沈阳市,北京市,北京市,0.01426
20200125,北京市,北京市,海南省,万宁市,0.00642
20200125,北京市,北京市,新疆维吾尔自治区,五家渠市,0.00078
20200125,北京市,北京市,重庆市,重庆市,0.05440
20200125,北京市,北京市,湖北省,武汉市,0.00467
20200125,北京市,北京市,河南省,商丘市,0.05242
20200125,江西省,吉安市,北京市,北京市,0.00117
20200125,辽宁省,辽阳市,北京市,北京市,0.00165
20200125,北京市,北京市,陕西省,铜川市,0.00311
20200125,北京市,北京市,湖北省,潜江市,0.00078
20200125,河北省,沧州市,北京市,北京市,0.05168
20200125,北京市,北京市,四川省,成都市,0.05142
20200125,北京市,北京市,山东省,济宁市,0.05106
20200125,江西省,景德镇市,北京市,北京市,0.00078
20200125,北京市,北京市,湖南省,益阳市,0.00564
20200125,北京市,北京市,江西省,抚州市,0.00638
20200125,北京市,北京市,河南省,南阳市,0.05087
20200125,广西壮族自治区,防城港市,北京市,北京市,0.00045
20200125,北京市,北京市,山东省,济南市,0.05048
20200125,北京市,北京市,青海省,海北藏族自治州,0.00013
20200125,北京市,北京市,浙江省,舟山市,0.00156
20200125,北京市,北京市,甘肃省,定西市,0.00868
20200125,北京市,北京市,陕西省,西安市,0.05019
20200125,湖南省,益阳市,北京市,北京市,0.00191
20200125,湖南省,邵阳市,北京市,北京市,0.00143
20200125,北京市,北京市,浙江省,宁波市,0.02041
20200125,福建省,龙岩市,北京市,北京市,0.00029
20200125,北京市,北京市,新疆维吾尔自治区,和田地区,0.00045
20200125,北京市,北京市,辽宁省,葫芦岛市,0.04905
20200125,北京市,北京市,河南省,安阳市,0.04905
20200125,上海市,上海市,北京市,北京市,0.04889
20200125,北京市,北京市,江苏省,连云港市,0.00943
20200125,河北省,石家庄市,北京市,北京市,0.04854
20200125,北京市,北京市,内蒙古自治区,赤峰市,0.04798
20200125,黑龙江省,齐齐哈尔市,北京市,北京市,0.00473
20200125,北京市,北京市,福建省,莆田市,0.00816
20200125,北京市,北京市,山东省,泰安市,0.04750
20200125,湖北省,潜江市,北京市,北京市,0.00165
20200125,北京市,北京市,海南省,保亭黎族苗族自治县,0.00191
20200125,北京市,北京市,安徽省,铜陵市,0.00473
20200125,甘肃省,庆阳市,北京市,北京市,0.00058
20200125,北京市,北京市,贵州省,黔南布依族苗族自治州,0.00185
20200125,北京市,北京市,云南省,丽江市,0.00473
20200125,西藏自治区,阿里地区,北京市,北京市,0.00003
20200125,江苏省,淮安市,北京市,北京市,0.00143
20200125,河南省,开封市,北京市,北京市,0.00476
20200125,内蒙古自治区,乌兰察布市,北京市,北京市,0.00476
20200125,北京市,北京市,湖北省,襄阳市,0.00816
20200125,辽宁省,朝阳市,北京市,北京市,0.00476
20200125,北京市,北京市,山东省,烟台市,0.04562
20200125,北京市,北京市,甘肃省,兰州市,0.02035
20200125,北京市,北京市,四川省,攀枝花市,0.00075
20200125,新疆维吾尔自治区,克拉玛依市,北京市,北京市,0.00049
20200125,北京市,北京市,湖南省,长沙市,0.02035
20200125,四川省,雅安市,北京市,北京市,0.00075
20200125,北京市,北京市,山西省,晋中市,0.04533
20200125,北京市,北京市,湖北省,随州市,0.00632
20200125,北京市,北京市,吉林省,长春市,0.04504
20200125,北京市,北京市,贵州省,安顺市,0.00146
20200125,北京市,北京市,河南省,郑州市,0.04491
20200125,北京市,北京市,山东省,青岛市,0.04478
20200125,江西省,抚州市,北京市,北京市,0.00075
20200125,北京市,北京市,内蒙古自治区,呼和浩特市,0.04439
20200125,海南省,琼海市,北京市,北京市,0.00337
20200125,广东省,汕尾市,北京市,北京市,0.00049
20200125,湖北省,宜昌市,北京市,北京市,0.00943
20200125,北京市,北京市,安徽省,蚌埠市,0.00833
20200125,台湾省,云林县,北京市,北京市,0.00003
20200125,北京市,北京市,上海市,上海市,0.04384
20200125,北京市,北京市,四川省,眉山市,0.00564
20200125,四川省,宜宾市,北京市,北京市,0.00075
20200125,宁夏回族自治区,中卫市,北京市,北京市,0.00049
20200125,河北省,邯郸市,北京市,北京市,0.02028
20200125,辽宁省,营口市,北京市,北京市,0.00194
20200125,北京市,北京市,云南省,文山壮族苗族自治州,0.00049
20200125,新疆维吾尔自治区,铁门关市,北京市,北京市,0.00003
20200125,新疆维吾尔自治区,伊犁哈萨克自治州,北京市,北京市,0.00165
20200125,辽宁省,锦州市,北京市,北京市,0.00483
20200125,甘肃省,白银市,北京市,北京市,0.00055
20200125,福建省,厦门市,北京市,北京市,0.01484
20200125,北京市,北京市,安徽省,阜阳市,0.04290
20200125,黑龙江省,绥化市,北京市,北京市,0.00165
20200125,北京市,北京市,内蒙古自治区,呼伦贝尔市,0.01484
20200125,北京市,北京市,广东省,惠州市,0.00564
20200125,云南省,西双版纳傣族自治州,北京市,北京市,0.00483
20200125,北京市,北京市,云南省,怒江傈僳族自治州,0.00003
20200125,北京市,北京市,山东省,潍坊市,0.04173
20200125,海南省,东方市,北京市,北京市,0.00146
20200125,安徽省,六安市,北京市,北京市,0.00567
20200125,辽宁省,阜新市,北京市,北京市,0.00249
20200125,北京市,北京市,湖南省,郴州市,0.00486
20200125,江苏省,镇江市,北京市,北京市,0.00146
20200125,北京市,北京市,江苏省,常州市,0.00842
20200125,北京市,北京市,江苏省,苏州市,0.01500
20200125,内蒙古自治区,赤峰市,北京市,北京市,0.00940
20200125,北京市,北京市,内蒙古自治区,锡林郭勒盟,0.01510
20200125,北京市,北京市,湖北省,十堰市,0.00486
20200125,海南省,三亚市,北京市,北京市,0.04021
20200125,四川省,南充市,北京市,北京市,0.00117
20200125,甘肃省,天水市,北京市,北京市,0.00165
20200125,北京市,北京市,广西壮族自治区,百色市,0.00075
20200125,河南省,三门峡市,北京市,北京市,0.00165
20200125,北京市,北京市,辽宁省,大连市,0.03972
20200125,北京市,北京市,河南省,濮阳市,0.03963
20200125,北京市,北京市,吉林省,四平市,0.01834
20200125,广东省,惠州市,北京市,北京市,0.00227
20200125,安徽省,黄山市,北京市,北京市,0.00146
20200125,海南省,保亭黎族苗族自治县,北京市,北京市,0.00075
20200125,北京市,北京市,浙江省,嘉兴市,0.00489
20200125,北京市,北京市,四川省,德阳市,0.00567
20200125,北京市,北京市,内蒙古自治区,兴安盟,0.00842
20200125,湖南省,娄底市,北京市,北京市,0.00492
20200125,北京市,北京市,山西省,吕梁市,0.03771
20200125,北京市,北京市,西藏自治区,拉萨市,0.00227
20200125,北京市,北京市,新疆维吾尔自治区,双河市,0.00006
20200125,西藏自治区,昌都市,北京市,北京市,0.00003
20200125,四川省,绵阳市,北京市,北京市,0.00227
20200125,北京市,北京市,福建省,漳州市,0.00334
20200125,广东省,广州市,北京市,北京市,0.03713
20200125,北京市,北京市,浙江省,金华市,0.00936
20200125,北京市,北京市,西藏自治区,林芝市,0.00010
20200125,广西壮族自治区,桂林市,北京市,北京市,0.00625
20200125,北京市,北京市,山东省,临沂市,0.03648
20200125,内蒙古自治区,通辽市,北京市,北京市,0.00334
20200125,北京市,北京市,辽宁省,锦州市,0.03600
20200125,海南省,临高县,北京市,北京市,0.00071
20200125,北京市,北京市,河南省,洛阳市,0.03574
20200125,内蒙古自治区,乌海市,北京市,北京市,0.00071
20200125,北京市,北京市,西藏自治区,昌都市,0.00003
20200125,北京市,北京市,福建省,三明市,0.00295
20200125,内蒙古自治区,呼伦贝尔市,北京市,北京市,0.00330
20200125,北京市,北京市,辽宁省,抚顺市,0.01526
20200125,北京市,北京市,甘肃省,酒泉市,0.00330
20200125,北京市,北京市,辽宁省,营口市,0.01980
20200125,北京市,北京市,山西省,长治市,0.03447
20200125,北京市,北京市,台湾省,云林县,0.00003
20200125,北京市,北京市,湖北省,黄冈市,0.00577
20200125,新疆维吾尔自治区,图木舒克市,北京市,北京市,0.00003
20200125,北京市,北京市,辽宁省,铁岭市,0.01526
20200125,甘肃省,兰州市,北京市,北京市,0.00499
20200125,海南省,琼中黎族苗族自治县,北京市,北京市,0.00003
20200125,北京市,北京市,陕西省,安康市,0.00622
20200125,黑龙江省,大兴安岭地区,北京市,北京市,0.00071
20200125,北京市,北京市,江苏省,宿迁市,0.00897
20200125,新疆维吾尔自治区,五家渠市,北京市,北京市,0.00010
20200125,北京市,北京市,山西省,忻州市,0.03363
20200125,云南省,红河哈尼族彝族自治州,北京市,北京市,0.00071
20200125,河南省,商丘市,北京市,北京市,0.00577
20200125,北京市,北京市,广西壮族自治区,北海市,0.00842
20200125,海南省,屯昌县,北京市,北京市,0.00023
20200125,北京市,北京市,安徽省,芜湖市,0.03331
20200125,北京市,北京市,广东省,广州市,0.03327
